ColumnName,ColumnType
Cytoplasm_Intensity_UpperQuartileIntensity_MT,feature
Cytoplasm_Intensity_UpperQuartileIntensity_lipid,feature
Cytoplasm_Location_CenterMassIntensity_X_Cellmask,feature
Cytoplasm_Location_CenterMassIntensity_X_DNA,feature
Cytoplasm_Location_CenterMassIntensity_X_HNF4a,feature
Cytoplasm_Location_CenterMassIntensity_X_MT,feature
Cytoplasm_Location_CenterMassIntensity_X_lipid,feature
Cytoplasm_Location_CenterMassIntensity_Y_Cellmask,feature
Cytoplasm_Location_CenterMassIntensity_Y_DNA,feature
Cytoplasm_Location_CenterMassIntensity_Y_HNF4a,feature
Cytoplasm_Location_CenterMassIntensity_Y_MT,feature
Cytoplasm_Location_CenterMassIntensity_Y_lipid,feature
Cytoplasm_Location_CenterMassIntensity_Z_Cellmask,feature
Cytoplasm_Location_CenterMassIntensity_Z_DNA,feature
Cytoplasm_Location_CenterMassIntensity_Z_HNF4a,feature
Cytoplasm_Location_CenterMassIntensity_Z_MT,feature
Cytoplasm_Location_CenterMassIntensity_Z_lipid,feature
Cytoplasm_Number_Object_Number,metadata
Nucleus_AreaShape_Area,feature
Nucleus_AreaShape_BoundingBoxArea,feature
Nucleus_AreaShape_BoundingBoxMaximum_X,feature
Nucleus_AreaShape_BoundingBoxMaximum_Y,feature
Nucleus_AreaShape_BoundingBoxMinimum_X,feature
Nucleus_AreaShape_BoundingBoxMinimum_Y,feature
Nucleus_AreaShape_Center_X,metadata
Nucleus_AreaShape_Center_Y,metadata
Nucleus_AreaShape_CentralMoment_0_0,feature
Nucleus_AreaShape_CentralMoment_0_1,feature
Nucleus_AreaShape_CentralMoment_0_2,feature
Nucleus_AreaShape_CentralMoment_0_3,feature
Nucleus_AreaShape_CentralMoment_1_0,feature
Nucleus_AreaShape_CentralMoment_1_1,feature
Nucleus_AreaShape_CentralMoment_1_2,feature
Nucleus_AreaShape_CentralMoment_1_3,feature
Nucleus_AreaShape_CentralMoment_2_0,feature
Nucleus_AreaShape_CentralMoment_2_1,feature
Nucleus_AreaShape_CentralMoment_2_2,feature
Nucleus_AreaShape_CentralMoment_2_3,feature
Nucleus_AreaShape_Compactness,feature
Nucleus_AreaShape_ConvexArea,feature
Nucleus_AreaShape_Eccentricity,feature
Nucleus_AreaShape_EquivalentDiameter,feature
Nucleus_AreaShape_EulerNumber,feature
Nucleus_AreaShape_Extent,feature
Nucleus_AreaShape_FormFactor,feature
Nucleus_AreaShape_HuMoment_0,feature
Nucleus_AreaShape_HuMoment_1,feature
Nucleus_AreaShape_HuMoment_2,feature
Nucleus_AreaShape_HuMoment_3,feature
Nucleus_AreaShape_HuMoment_4,feature
Nucleus_AreaShape_HuMoment_5,feature
Nucleus_AreaShape_HuMoment_6,feature
Nucleus_AreaShape_InertiaTensorEigenvalues_0,feature
Nucleus_AreaShape_InertiaTensorEigenvalues_1,feature
Nucleus_AreaShape_InertiaTensor_0_0,feature
Nucleus_AreaShape_InertiaTensor_0_1,feature
Nucleus_AreaShape_InertiaTensor_1_0,feature
Nucleus_AreaShape_InertiaTensor_1_1,feature
Nucleus_AreaShape_MajorAxisLength,feature
Nucleus_AreaShape_MaxFeretDiameter,feature
Nucleus_AreaShape_MaximumRadius,feature
Nucleus_AreaShape_MeanRadius,feature
Nucleus_AreaShape_MedianRadius,feature
Nucleus_AreaShape_MinFeretDiameter,feature
Nucleus_AreaShape_MinorAxisLength,feature
Nucleus_AreaShape_NormalizedMoment_0_0,feature
Nucleus_AreaShape_NormalizedMoment_0_1,feature
Nucleus_AreaShape_NormalizedMoment_0_2,feature
Nucleus_AreaShape_NormalizedMoment_0_3,feature
Nucleus_AreaShape_NormalizedMoment_1_0,feature
Nucleus_AreaShape_NormalizedMoment_1_1,feature
Nucleus_AreaShape_NormalizedMoment_1_2,feature
Nucleus_AreaShape_NormalizedMoment_1_3,feature
Nucleus_AreaShape_NormalizedMoment_2_0,feature
Nucleus_AreaShape_NormalizedMoment_2_1,feature
Nucleus_AreaShape_NormalizedMoment_2_2,feature
Nucleus_AreaShape_NormalizedMoment_2_3,feature
Nucleus_AreaShape_NormalizedMoment_3_0,feature
Nucleus_AreaShape_NormalizedMoment_3_1,feature
Nucleus_AreaShape_NormalizedMoment_3_2,feature
Nucleus_AreaShape_NormalizedMoment_3_3,feature
Nucleus_AreaShape_Orientation,feature
Nucleus_AreaShape_Perimeter,feature
Nucleus_AreaShape_Solidity,feature
Nucleus_AreaShape_SpatialMoment_0_0,feature
Nucleus_AreaShape_SpatialMoment_0_1,feature
Nucleus_AreaShape_SpatialMoment_0_2,feature
Nucleus_AreaShape_SpatialMoment_0_3,feature
Nucleus_AreaShape_SpatialMoment_1_0,feature
Nucleus_AreaShape_SpatialMoment_1_1,feature
Nucleus_AreaShape_SpatialMoment_1_2,feature
Nucleus_AreaShape_SpatialMoment_1_3,feature
Nucleus_AreaShape_SpatialMoment_2_0,feature
Nucleus_AreaShape_SpatialMoment_2_1,feature
Nucleus_AreaShape_SpatialMoment_2_2,feature
Nucleus_AreaShape_SpatialMoment_2_3,feature
Nucleus_Correlation_Correlation_Cellmask_DNA,feature
Nucleus_Correlation_Correlation_Cellmask_HNF4a,feature
Nucleus_Correlation_Correlation_Cellmask_MT,feature
Nucleus_Correlation_Correlation_Cellmask_lipid,feature
Nucleus_Correlation_Correlation_DNA_HNF4a,feature
Nucleus_Correlation_Correlation_DNA_MT,feature
Nucleus_Correlation_Correlation_DNA_lipid,feature
Nucleus_Correlation_Correlation_HNF4a_MT,feature
Nucleus_Correlation_Correlation_HNF4a_lipid,feature
Nucleus_Correlation_Correlation_MT_lipid,feature
Nucleus_Intensity_IntegratedIntensityEdge_Cellmask,feature
Nucleus_Intensity_IntegratedIntensityEdge_DNA,feature
Nucleus_Intensity_IntegratedIntensityEdge_HNF4a,feature
Nucleus_Intensity_IntegratedIntensityEdge_MT,feature
Nucleus_Intensity_IntegratedIntensityEdge_lipid,feature
Nucleus_Intensity_IntegratedIntensity_Cellmask,feature
Nucleus_Intensity_IntegratedIntensity_DNA,feature
Nucleus_Intensity_IntegratedIntensity_HNF4a,feature
Nucleus_Intensity_IntegratedIntensity_MT,feature
Nucleus_Intensity_IntegratedIntensity_lipid,feature
Nucleus_Intensity_LowerQuartileIntensity_Cellmask,feature
Nucleus_Intensity_LowerQuartileIntensity_DNA,feature
Nucleus_Intensity_LowerQuartileIntensity_HNF4a,feature
Nucleus_Intensity_LowerQuartileIntensity_MT,feature
Nucleus_Intensity_LowerQuartileIntensity_lipid,feature
Nucleus_Intensity_MADIntensity_Cellmask,feature
Nucleus_Intensity_MADIntensity_DNA,feature
Nucleus_Intensity_MADIntensity_HNF4a,feature
Nucleus_Intensity_MADIntensity_MT,feature
Nucleus_Intensity_MADIntensity_lipid,feature
Nucleus_Intensity_MassDisplacement_Cellmask,feature
Nucleus_Intensity_MassDisplacement_DNA,feature
Nucleus_Intensity_MassDisplacement_HNF4a,feature
Nucleus_Intensity_MassDisplacement_MT,feature
Nucleus_Intensity_MassDisplacement_lipid,feature
Nucleus_Intensity_MaxIntensityEdge_Cellmask,feature
Nucleus_Intensity_MaxIntensityEdge_DNA,feature
Nucleus_Intensity_MaxIntensityEdge_HNF4a,feature
Nucleus_Intensity_MaxIntensityEdge_MT,feature
Nucleus_Intensity_MaxIntensityEdge_lipid,feature
Nucleus_Intensity_MaxIntensity_Cellmask,feature
Nucleus_Intensity_MaxIntensity_DNA,feature
Nucleus_Intensity_MaxIntensity_HNF4a,feature
Nucleus_Intensity_MaxIntensity_MT,feature
Nucleus_Intensity_MaxIntensity_lipid,feature
Nucleus_Intensity_MeanIntensityEdge_Cellmask,feature
Nucleus_Intensity_MeanIntensityEdge_DNA,feature
Nucleus_Intensity_MeanIntensityEdge_HNF4a,feature
Nucleus_Intensity_MeanIntensityEdge_MT,feature
Nucleus_Intensity_MeanIntensityEdge_lipid,feature
Nucleus_Intensity_MeanIntensity_Cellmask,feature
Nucleus_Intensity_MeanIntensity_DNA,feature
Nucleus_Intensity_MeanIntensity_HNF4a,feature
Nucleus_Intensity_MeanIntensity_MT,feature
Nucleus_Intensity_MeanIntensity_lipid,feature
Nucleus_Intensity_MedianIntensity_Cellmask,feature
Nucleus_Intensity_MedianIntensity_DNA,feature
Nucleus_Intensity_MedianIntensity_HNF4a,feature
Nucleus_Intensity_MedianIntensity_MT,feature
Nucleus_Intensity_MedianIntensity_lipid,feature
Nucleus_Intensity_MinIntensityEdge_Cellmask,feature
Nucleus_Intensity_MinIntensityEdge_DNA,feature
Nucleus_Intensity_MinIntensityEdge_HNF4a,feature
Nucleus_Intensity_MinIntensityEdge_MT,feature
Nucleus_Intensity_MinIntensityEdge_lipid,feature
Nucleus_Intensity_MinIntensity_Cellmask,feature
Nucleus_Intensity_MinIntensity_DNA,feature
Nucleus_Intensity_MinIntensity_HNF4a,feature
Nucleus_Intensity_MinIntensity_MT,feature
Nucleus_Intensity_MinIntensity_lipid,feature
Nucleus_Intensity_StdIntensityEdge_Cellmask,feature
Nucleus_Intensity_StdIntensityEdge_DNA,feature
Nucleus_Intensity_StdIntensityEdge_HNF4a,feature
Nucleus_Intensity_StdIntensityEdge_MT,feature
Nucleus_Intensity_StdIntensityEdge_lipid,feature
Nucleus_Intensity_StdIntensity_Cellmask,feature
Nucleus_Intensity_StdIntensity_DNA,feature
Nucleus_Intensity_StdIntensity_HNF4a,feature
Nucleus_Intensity_StdIntensity_MT,feature
Nucleus_Intensity_StdIntensity_lipid,feature
Nucleus_Intensity_UpperQuartileIntensity_Cellmask,feature
Nucleus_Intensity_UpperQuartileIntensity_DNA,feature
Nucleus_Intensity_UpperQuartileIntensity_HNF4a,feature
Nucleus_Intensity_UpperQuartileIntensity_MT,feature
Nucleus_Intensity_UpperQuartileIntensity_lipid,feature
Nucleus_Location_CenterMassIntensity_X_Cellmask,feature
Nucleus_Location_CenterMassIntensity_X_DNA,feature
Nucleus_Location_CenterMassIntensity_X_HNF4a,feature
Nucleus_Location_CenterMassIntensity_X_MT,feature
Nucleus_Location_CenterMassIntensity_X_lipid,feature
Nucleus_Location_CenterMassIntensity_Y_Cellmask,feature
Nucleus_Location_CenterMassIntensity_Y_DNA,feature
Nucleus_Location_CenterMassIntensity_Y_HNF4a,feature
Nucleus_Location_CenterMassIntensity_Y_MT,feature
Nucleus_Location_CenterMassIntensity_Y_lipid,feature
Nucleus_Location_CenterMassIntensity_Z_Cellmask,feature
Nucleus_Location_CenterMassIntensity_Z_DNA,feature
Nucleus_Location_CenterMassIntensity_Z_HNF4a,feature
Nucleus_Location_CenterMassIntensity_Z_MT,feature
Nucleus_Location_CenterMassIntensity_Z_lipid,feature
Nucleus_Number_Object_Number,metadata
Metadata_SourceFolder,metadata
